Category	Text
talk.politics.guns	re nra address in article pdxgate uucp barker rigel cs pdx edu james barker writes could someone email me a usnail address for the nra i d like to write them a letter encouraging them to see to it very emphatically that the nd amendment is restored to the form that the founding fathers intended national rifle association rhode island ave nw washington dc membership jeff strait strait uicsl csl uiuc edu university of illinois phone if you ladies leave this island if you survive basic recruit training you will be a weapon a minister of death praying for war
talk.politics.guns	question on senate bills i m writting letters to my congresscritters and was wondering if there is any reason s why i should not support the following bills other than the previous comments about s just checking before i mail the letter to make sure i don t support something that i really shouldn t i strongly support the following laws currently being considered in congress as they would either have a positive effect towards reducing crime or re enforce our constitutional right under the nd amendment s campbell to amend title united states code to provide a mandatory minimum sentence for the unlawful possession of a firearm by a convicted felon a fugitive from justice a person who is addicted to or an unlawful user of a controlled substance or a transferor or receiver of a stolen firearm to increase the general penalty for violation of federal firearms laws and to increase the enhanced penalties provided for the possession of a firearm in connection with a crime of violence or drug trafficking crime and for other purposes s smith to restore the second amendment rights of all americans s specter to provide federal penalties for drive by shootings s kohl to amend section of title united states code to make it a federal crime to steal a firearm or explosives in interstate or foreign commerce bill vojak vojak icebucket stortek com nra ila colorado firearms coalition here s a story bout a man named brady who took a bullet in his head even though he can act perfectly normal he prefers to pretend he s brain dead here s a story bout a woman named brady who had nothing to do but sit around all day then her husband became a media martyr now she wants to take all your guns away the brady bunch the brady bunch this is how we got stuck with the brady bunch
talk.politics.guns	re change of name in article cmm thomasp holmenkollen ifi uio no thomas parsli thomasp ifi uio no writes make a new newsgroup called talk politics guns paranoid or talk politics guns they r here to take me away well may i point out that paranoia is an irrational fear without basis in reality as we ve seen here in the us there is nothing irrational about it perhaps you folks in finland have been down on your knees being good little boys and girls so that the former soviet union didn t come across the border and stomp the snot out of you for so long that you just figure everybody should be so accomodating to tyranny move all postings about waco and burn to guess where stop posting on this newsgroup if you don t like us talking about political issues involving attacks on people for owning guns don t read talk politics guns we are all so glad you re trying to save us from the evil goverment but would you mail this in regular mail to let s say people nobody s trying to save you from anything so butt out i couldn t care less about what somebody on the other side of the world thinks about this of course you do have a right to an opinion but i ve always figured that opinons are like hemmorhoids every asshole s got them i just don t care about yours i remember what i was doing bad boy whatcha gonna do when i heard that jfk had been shot whatcha gonna do will you remember the battle of waco when they come for you ken whitehead kdw odin icd ab com
talk.politics.guns	re waco clinton press conference part could y all please stop posting this stuff to tx general tx politics is sufficient and is where this stuff belongs thanks cathy cathy foulston rice university network systems support cathyf rice edu
talk.politics.guns	the dayton gun buy back re boston gun buy back according to wnci fm radio this morning dayton ohio is operating a gun buy back they are giving for every functional gun turned in they ran out of money in one day and are now passing out vouchers of some sort they are looking for more funds to keep operating another media event brought to you by hci is there something similar pro gun people can do for example pay to anyone who lawfully protects their life with a firearm sounds a bit tacky but hey whatever works larry cipriani l v cipriani att com
talk.politics.guns	re need senate bill numbers and house resolution numbers in article c u io umw hawnews watson ibm com mjp vnet ibm com michael j phelps writes try the firearms archive larry cipriani s instructions follow by the way thanks for the archive larry there are a few bills not yet in the archive but these are the main ones we need to fight and thanks to david robinson for scanning so many of them in for us the subdirectory bills are stored in was moved from congress to congress that is godiva nectar cs cmu edu usr anon pub firearms politics rkba congress larry cipriani l v cipriani att com
talk.politics.guns	re riddle me this in article apr ucsu colorado edu fcrary ucsu colorado edu frank crary writes in article apr jupiter sun csd unb ca j jupiter sun csd unb ca fuller m writes that the gas was not harmful as the sensitive caring janet reno described it is it as far as i know tear gas especially in large concentrations is very dangerous even toxic for small children this makes the fbi s supposedconcern for the safety of the children seem rather hypocritical not to mention that the g men believed the children didn t have gas masks but that was not with respect to the children the point of the gassing the feds knew that the children s health would be in danger and proceeded under the assumption that the motherly instinct of the davidian women would remove them from harm s way i busted a gut on that one someone else on the net observed that the administration s appeal to a woman s motherly instinct would never wash with feminists and liberals if a republican were in the white house i say that such an justification could only come from a feminist mindset btw i d read in the paper yesterday that the type of gas used was cs the paper didn t provide any specifics about it guess i m still writing malcolm fuller surveying engineering university of new brunswick malcolm atlantic cs unb ca or j jupiter csd unb ca malo periculosam libertatem quam quietam servitutem
talk.politics.guns	re atf burns dividian ranch update aej d cmuvm bitnet writes ah yes i see a few liberal weenies have come out of the woodwork to defend the burning of the children actually all the liberals i ve seen have deplored the burning of children i would far preferred that the davidians had not set the fire that burned themselves and their children to death but i don t believe that the responsibility for the fire or the almost complete absense of attempts to escape the blaze can be placed at the door of the federal authorities probably drooled all over themselves while watching the tv coverage not so my wife got me a convenient plastic drip pan for christmas probably had a few like that in nazi germany as well yeah those nazis you know how we liberals just love those nazis oh yeah atf fbi now claims according the the media that there are a few survivors the number seems to vary minute by minute yeah as information trickles in funny how that works nathan engle software juggler psychology department indiana university nate psygate psych indiana edu nengle silver ucs indiana edu
talk.politics.guns	re need info on and suicide for refutation in article qmuv innl s dns nmsu edu loki acca nmsu edu entropic destroyer writes the following is quoted from the tail end of a rather condescending article about paxton quigley that appeared in us snooze and world lies sorry i think it was in the wall street journal and was repeated in the colorado people s daily a student newspaper at the university of colorado at boulder a study of residential gunsot deaths in king county wash found that a gun in the home was times more likely to be used to kill its owner spouse a friend or child than to kill an intruder the used to kill is the heart of the misinformation it s one of those technically accurate phrasings that conveys the wrong impression what mr quiqley is more than aware of i m sure is that when people read this they think violent arguments where one member of the family grabs a gun and shoots another thereby creating a tragic situation which could easily have been avoided had the gun not been there or a tragic accident especially involving a child unfortunately that s not the way things stack up the majority of that times i believe are suicides that is someone intentionally took a firearm and shot themselves intending to kill themselves and why it s popular to try and blame suicides on guns the evidence doesn t support this internal studies as well as comparative studies with other countries indicate that cultural factors far outweigh whether a person will kill themselves or not japan for instance has a slightly higher rate than the u s there people jump off buildings according to the national crime survey of violent crime is commited by non strangers which mistakenly has been generalized regarding the king county study to mean friends and family that is mr quigley and others who quote this statistic are banking on the mental image that a friend family member or child equates to a loving relationship and that it was cut short in a moment of anger unfortunately all too often husbands beat and kill wives children assault parents or vice versa most rapes are commited by someone known to the victim for instance essentially that a gun was used against a friend or family member doesn t mean they weren t trying to hurt the other person crime is highest among poor urban families and those are also the areas most at risk for family problems especially violent ones a son in a gang may not be as loving toward his parents if they disapprove than a suburban kid might finally it hinges on the fallacy that a dead intruder is the only value of a self defense firearm using the minimum figures i worked out using the ncs i got about an ratio between deadly self defenses justifiable homicides and with gun self defenses between the fbi uniform crime report and the ncs there s an enormous amount of data and anybody with the calculator can crunch the numbers as such it is incorrect to assume that a dead body is the only valid means of determining the success of such a defense since according to the ncs which has been considered by many to seriously under report defenses there were far more successful with gun defenses than intruders killed not it also confines itself to the home where attack by a friend or family member is far far more likely and excludes any defense which occurs outside the home i believe a large number occur in businesses studies by the western psychiatric institute in pittsburgh found that the mere presence of a gun in the home sharply incresases the likelihood a family member will commit suicide even in the absence of psychiatric illness i have not seen the exact data for this so i can t comment i will point out canada s and japan s suicide rate as indications that culture far more than firearm availability affect suicide rates there was also a comparative study between canada for what it s worth considering the difficulty of comparing across cultural lines published in the new england journal of medicine i can get the exact cite if you need it that concluded that restrictive firearm laws would not significantly impact the over all suicide rate david veal univ of tenn div of cont education info services group pa utkvm utk edu i still remember the way you laughed the day your pushed me down the elevator shaft i m beginning to think you don t love me anymore weird al
talk.politics.guns	re my gun is like my american express card in article u uicvm uic edu jason kratz u uicvm uic edu writes in article apr csd newshost stanford edu andy sail stanford edu andy freeman says hell a glock is the last thing that should be switched to the only thing that i know about a glock is the lack of a real safety on it sure there is that little thing in the trigger but that isn t too great of a safety now we know that kratz doesn t understand what a safety is supposed to do he also confuses things he can see with things that exist glocks have multiple safeties even though only one is visible from the outside excuse me but i do know what i safety is supposed to do kratz comments above show otherwise it s basic purpose not to let the gun fire until you re ready bingo now the question is does the glock s qualify let s see the evidence that kratz uses christ i ve known that since i had my first crosman air gun you don t know me so don t make assumptions about what i know and don t know but first an aside having an air gun proves nothing moreover my comments are based on what kratz writes he s free to argue that he babbles in text but actually knows something off line a safety is supposed to keep the gun from going off unless that s what the user wants with glocks one says i want the gun to go off by pulling the trigger if the safeties it has make that work it has a real safety no matter what kratz thinks from the things i have read heard glocks are always knocked because of the trigger safety they are supposedly harder to learn to use properly harder than what i note that almost all revolvers work the same way so it can t be harder than revolvers every article that i have read can t be wrong about the damn thing sure they can moreover we know now that kratz sample is unrepresentative we can look at the reasoning it is basically these glocks are dangerous because they re not like my s w third generation part of that is true but since those same people don t claim that revolvers which share the relevant property are dangerous we see that the argument fails me to quote my sources because i don t keep a ton of gun magazines and or why would i care i m not looking for more bogus reasoning rec guns articles laying around boy you can t make a simple statement on here without someone getting right on your ass one can make hundreds of simple statements without having anyone getting right on your ass one merely has to make accurate simple statements then you get attaboy s by mail and publically accuracy is a severe burden but most of us manage it andy
talk.politics.guns	re my gun is like my american express card in article u uicvm uic edu jason kratz u uicvm uic edu writes i have been at a shooting range where gang members were practicing shooting in article apr csd newshost stanford edu andy sail stanford edu andy freeman says how do we know that they were gang members and not undercover cops or even law abiding menacing minorities btw why the sneer quotes we know because the area that the gun shop shooting range is in is right on the border of the west side of chicago that is a gang infested area so kratz was there does that mean that he s a gang member even in the most gang infested areas most of the residents are not gang members that only minorities have gangs not so as far as the quotes are concerned it was totally obvious that they weren t just practicing for marksmanship how was it obvious were they not trying to hit the target or does kratz confuse marksmanship with trying to simulate a post if so that excludes self defense shooting but the rest of us understand that that exclusion would be an error it excludes a lot of legit gun games as well don t know about you but i have never seen anyone else practice marksmanship by taking their gun out of their coat as fast as possible and start shooting sounds like practical pistol or maybe ipsc it also sounds like how a self defense shooter might well practice the only things that action excludes are hunting and like a post shooting kratz should get out more often andy
talk.politics.guns	re guns in backcountry no thanks in article qkcok s i usenet ins cwru edu ci cleveland freenet edu john k gever writes public health experts will tell you that you are far more likely have your gun stolen use it yourself on a family member or have it used on you than you are to use it on an actual criminal actually they won t what they ll tell you is that if you add up the number of suicides murders of one drug dealer by another legit self defenses of a battered spouse and so on you ll end up with a number that is much larger than the number of self defense killings against strangers committed in the bedroom btw they didn t honestly count the latter either but let s not quibble they try to claim that comparison is between the costs of self defense and the benefits but they re wrong this comparison doesn t measure the costs of self defense and it doesn t measure the benefits either for example the goal is not to kill the attacker whatever your relationship to him but to stop him while the number of killings may be proportional to the number of stops it isn t equal anyone who confuses that comparison with an honest evaluation is either lying or andy
talk.politics.guns	re change of name in article cmm thomasp surt ifi uio no thomas parsli thomasp ifi uio no writes note my posting was in reply to those about fbi torching the plasce after filling it with napalm and arrested people dissapering about waco it looks to me as the batf and fbi can t handle situations like this the way it went reminds me of stun bomb beeing dropped on a house in la from a helicopter whole block went up in flames died it doesn t have to be a conspiracy maybe they just screwed up i don t think we ve got a conspiracy on our hands or anything vaugely similar i do think that the feds showed a distinct lack of both intelligence and disregard for others safety throughout this whole mess i do think the fbi and the batf screwed up big what made me really concerned was fbi director william sessions being on cnn engaging in what could only be called spin control before the place had even cooled down evertyhing had literally blown up in their faces and i felt there had to be something more important he should have been doing david veal univ of tenn div of cont education info services group pa utkvm utk edu i still remember the way you laughed the day your pushed me down the elevator shaft i m beginning to think you don t love me anymore weird al
talk.politics.guns	re cnn for sale in article c somx hmd boi hp com kde boi hp com keith emmen writes if anyone is keeping a list of the potential contributors you can put me down for under the conditions above seems to me folks that if you are so interested in acquiring cnn just buy your worth of stock today it s being traded everyday after you own your piece we can work on the proxy votes later it s probably even a good investment chuck harris wa uqv chuck eng umd edu
talk.politics.guns	re waco clinton press conference part in article feustelc tw p netcom com feustel netcom com david feustel writes i predict that the outcome of the study of what went wrong with the federal assault in waco will result in future assaults of that type being conducted as full scale military operations with explicit shoot to kill directives you mean they aren t already could have fooled me remember waco who will the government decide to murder next maybe you opinions are mine i don t care if you blame the university or the state
talk.politics.guns	re my gun is like my american express card in article cmm thomasp surt ifi uio no thomas parsli thomasp ifi uio no writes i don t remember the figures exactly but there were about deaths in texas in that was caused by guns how about firearm related this is more than those beeing killed in car accidents texas is unusual in this regard it would be nice to reduce them both though as texas doesn t appear to have an murder rate that much higher than the national average i would expect it is a result of a much higher suicide rate i should not suffer because of others be nice if you didn t have to suffer at all we all agree on this one but we also live in a sociaty and therefor we ll have to give up some of our freedom note the here s where we run into a problem i am perfectly willing to have government regulation on something which is likely to cause others harm what we re discussing though is the extreme regulation of a large group in order to target a small group and i don t think that s appropriate do you have an insurance then you ll have to pay because of what others do do you buy anything you are paying for those who return goods steal or even those who gets a bonus do you live with other people then you can t do ererything you d want burping farting playing music loud does this then justify anything at some point you have to draw a line at least to my way of thinking where the government must have something a little more substantial than a set of percentages with which to punish an individual where do you draw the line or is there one one state don t remember which texas tried to impose a rule that you could only buy one gun each month think you all know what happened virginia it passed i respect the right to defend yourself but that right should not inflict on other people does it it seems like you all realize that you have a problem in america the only problem is that you won t take the car away from the drunk driver you hope to cure him first cute analogy the u s doesn t treat drunk driving like a serious crime however we also don t confiscate cars of people who drink we also don t confiscate all cars because some people drink and drive it s the core of the legal system that in order to punish an individual and i d call property confiscation a punishment you must have evidence against that individual that is it isn t enough to show that the majority of people convicted of murder are white in order to convict a particular white guy of murder hope life comfirms to the standard of winnie the poh huh david veal univ of tenn div of cont education info services group pa utkvm utk edu i still remember the way you laughed the day your pushed me down the elevator shaft i m beginning to think you don t love me anymore weird al
talk.politics.guns	re impeach clinton reno i heartily agree now that the batf warrant has been unsealed it is clear that clinton and reno supported an illegal raid did they not know this no authority for a no knock raid no authority to use helicopters no authority to search for a drug lab and apparently not even any authority to search for automatic weapons days of government lies sorry i missed all this can you please give an update on the warrant i hadn t heard that it was unsealed there was no authority for a no knock this is news how about an ok for a wiretap please summarize
talk.politics.guns	re waco they did it masada fcrary ucsu colorado edu frank crary writes msn reef cis ufl edu mike hk g zf full auto newsome writes i m sick to my stomach as i write this the bd compound is on fire and will burn to the ground in minutes i used exactly this one word reply to suggest a likely ending to the siege several weeks ago but like masada this wasn t entirely a government action the defenders held out as long as they could and then killed themselves their families and their children rather than surrender israel calls the action of the zelots heroic and trains their army to follow this example now that someone has repeated this action in modern times what do we call it liberals and supporters of clinton say that costs made the action necessary steve podleski phone nasa lewis research center cleveland ohio email pspod hooch lerc nasa gov
talk.politics.guns	re batf fbi murders almost everyone in waco today roby chopin udel edu scott w roby writes in article c rrot mmm rice edu fontenot ravl rice edu dwayne jacques fontenot writes in article c rpoj ijv news udel edu roby chopin udel edu scott w roby writes in article apr stortek com vojak icebucket stortek com bill vojak writes point out that even if the fire was set by someone inside of the building it came as a direct result of the actions of the fbi batf and the people inside including children deserved a trial instead of this well they had over days to come out with their hands up on national tv to get the trial they deserved instead they chose to set fire to their compund hours after the tanks dropped off the tear gas correction the fbi says that the davidians set fire to their buildings and i suppose the fbi also prevented them from coming out with their hands up while national tv cameras watch well the attorneys of the davidians reported on larry king that the tanks had actually damaged the structure to the extent that effectuating egress from the building was difficult at best with a rapidly spreading fire and large amounts of smoke and tear gas finding the right exits or acceptible holes in the walls were nearly impossible i find this explanation to be completely plausible doesn t mean that it s true but i don t find it intrinsically less believable than the government stories the fbi also said that the davidians had a methanphetamine lab in their basement and that the davidians had cal machine guns do you believe everything the fbi says do you disbelieve everything the fbi says i balance my gut reaction to question authority together with the independent facts as i see them on video i usually adopt the scenario that is simplest and most plausible i do not generally believe in conspiracy theories that involve complicated and unlikely scenarios i concur the batf is by no means devoid of fault in the handling of this affair but to suggest that they may have intentionally started the fire is ludicrous indeed according to the lawyers the davidian survivors say that lanterns were knocked over during the probing and that s how the fire started a tragic accident if true do you trust that snivelling little piece of sh t special agent ricks he seems to think he is a comedian and the media who laugh at his sick jokes are just as guilty as he imho up until now the batf had been making me sick today the people inside the compound who set the fire made me sick keeping the children inside the compund when they should have been released earlier with the other people weeks ago is absolutely inexcuseable not releasing them before deciding to set the place afire is the work of madmen two of the nine who escaped the compound said the fire was deliberately set by cult members correction the fbi says that two of the nine said the fire was deliberately set by the sect members if the fire were set by accident or by people outside the compound i would have expected far more cult members to flee the compound or at least come out shooting see above this one is going to be thoroughly investigated maybe we ll eventually get some idea of what happened my view is that from beginning to end this operation was a botch and that it is completely possible that nut cases who were otherwise law abiding citizens were victims of a bureaucratic execution paul hager hagerp moose cs indiana edu i would give the devil benefit of the law for my own safety s sake from a man for all seasons by robert bolt
talk.politics.guns	re guns in backcountry no thanks in article apr midway uchicago edu pkgeragh gsbphd uchicago edu kevin geraghty writes wrong about the whole guns for protection mindset it ignores the systemic effects of cumulative individual actions if you want fire insurance on your house that s prudent and it has no effect on me but if you and a bunch of other paranoids are packing handguns in the backcountry it makes me and anyone else who doesn t chose to protect himself in this manner pretty f king nervous why if you re not a threat you re not affected at all i mean take this to its logical conclusion suppose we all carried handguns all the time for protection from all the other people carrying handguns would we collectively be or feel safer hell no we d feel a lot more insecure why i note that the available psych info says that feelings of security increase the victimization stats say that that increase is rational another systemic effect of all the good people protecting themselves is that the bad people are going to modify their behavior in response yes they are but how they re going to be much itchier and much more willing to kill people in the course of routine muggings if they think their nope that doesn t happen instead the switch among those who change behaviors to property crimes that s an improvement even if the economic take is unchanged sure not everyone switches but they were killing before andy
talk.politics.guns	re backcountry confidence in article c l e gh murdoch acc virginia edu rbw q rayleigh mech virginia edu brad whitehurst writes the rest of us fall in the middle there is too much violent crime in the u s but turning the whole country into an old time dodge city ref to american old west is not the way that s an interesting statement there s quite a difference between hollywood s old west and the real one yes there were drunks saloons mining camps and thugs however as mcgrath showed the thugs preyed almost exclusively on one another mcgrath claims that this was due to the fact that no one much cared if someone who insisted on getting into a fight got his way even if he lost while they really did care when thugs preyed on others citizens should be able to own weapons but we see no sense in some types we haven t figured out that those distinctions don t actually work machine guns have been strictly regulated since said regulation is both perfect legally owned machine guns aren t ever used criminally and a complete waste of time the criminal use of machine guns hasn t change at all the result we re now arguing about guns that look like machine guns but are no different than other guns andy
talk.politics.guns	re dillon puts foot in mouth film at i have also heard about hci claiming thant anyone they get an address from is a member if this is the case their membership rolls are grossly inflated and we should not call them and give them a name and address to add to their already false rolls perhaps if you could get a copy of their existing membership then pretend to be an existing member do that several thousand times you could hurt hci but names are power remeber the nra uses the fact that it has million paid members in order to flex its muscles perhaps politicians don t realize the lying tactics of hci wait a minute hci learned it from politicians later josh
talk.politics.guns	re dillon puts foot in mouth so the blue press suggests that we bankrupt hci by requesting information and the concern by list members is that hci will claim everyone that calls as a new member i think they will i also think they will claim a new mandate to ban all firearms from the solar system wheter we call and ask for information or not on the other hand with due respect to the editor of the blue press just becaue mike makes damned good presses dies powder scales and got tired of lee s atacks does not mean that every dillon fan follows what mike calls for like he was karesh and we were transdillidians our local state assemblyman has called for a complete ban on all non bolt action military rifles and all assault weapons a day wait for purchase permits it currently takes to working days here in nc and one permit year the flood of calls he got was for and against guess who called supporting his move guess what ila is doing right chl
talk.politics.guns	re dillon puts foot in mouth film at in article aa sun panix com justice panix com michael justice writes dillon has published a letter in the blue press telling people how to bankrupt hci by requesting information from them last time this idea went around in rec guns a couple of people said that hci counts all information requestors as members can anyone confirm or deny this if true what s the impact of hci getting a few thousand new members last i heard hci had something like k members to the nra s million if true and they want to play duelling mandates well the polymath aka jerry hollombe m a cdp aka hollombe polymath tti com head robot wrangler at citicorp laws define crime ocean park blvd x police enforce laws santa monica ca citizens prevent crime
talk.politics.guns	re jffo has gone a bit too far rats cbnewsc cb att com morris the cat writes would somebody please post evidence that the gun control act of is a verbatim transcription of a nazi law the evidence is that the two laws are basically identical however that s not evidence that one is a copy of the other there s no evidence that the gca s authors used the nazi law as a guide yes they ended up with roughly the same thing but that comes from their shared goal disarming those menacing minorities i thought the same thing too until jpfo s rkba article in the latest guns ammo at the newstands this article makes it certain that sen thomas dodd d md back before definitely asked for a translation of the german weapons laws back then read the article and see what you think of jpfo s argument they note that ted kennedy and john dingell are among the three of the originals left from the stuff and they are asking that folks request of john dingell that he introduce legislation to lift gca something which i would support whole heartedly andy can someone post a general idea of what gca does thanks
talk.politics.guns	re constitutionality of u s c o brians atlastele com brian sheets writes you know i was reading u s c and something just did not make sence and i was wondering if someone could help me out say u s c except as provided in paragraph it shall be unlawful for any person to transfer or possess a machinegun well i got to looking in my law dictionary and i found that a person might also be an artificial entity that is created by government and has no rights under the federal constitution so what i don t understand is how a statute like can be enforced on an individual so someone tell me how my government can tell me what i can or cannot possess just passing a law does not make it law everyone knows that laws are constitional until it goes to court so has it ever gone to court not just your run of the mill ok i had it i am guilty put me in jail has anyone ever claimed that they had a right to possess and was told by the supreme court that they didn t have that right brian sheets truck what truck support engineer o o atlas telecom inc raiders of the lost ark brians atlastele com u i m not a lawyer but to the best of my understanding the congress has no more rights than what is enumerated in the constitution that is the prime reason why the national firearms act is based on collecting revenue since the congress has the authority to levy taxes the nfa is a tax act and the registration requirement within it is to assist in that tax collection u s c in order to be constitutional must have a basis on a particular authority granted to the congress by the constitution congress can not arbitrarily ban a substance or product that is why prohibition came into effect only by passing an ammendment what you said about constitutionality of law needs to be clarified i believe that an unconstitutional law was never constitutional when a law is determined by the supreme court to be unconstitutional that law was never really a law the very nature of the law being unconstitutional invalidates the law at it s inception please correct me if i m wrong but when a law is deemed to be unconstitutional anyone convicted of breaking that law is absolved i don t believe u s c has ever been challenged in court nfa has been invalidated in two federal district court cases one may have been appellate level u s vs rock island armory and u s vs dalton
talk.politics.guns	re ban all firearms jrm gnv ifas ufl edu firearms tend to fall into this low dollar pound area it would not be economic to smuggle them in all production would have to be local there are not all that many people who have both the skill and motivation to assemble worthwhile firearms from scratch high ranking crime figures could obtain imported uzis and such but the average person and average thug would be lucky to get a zip gun and would pay through the nose for it good point you make however a zip gun by definition is a crude homemade gun certainly not something capable of sustained accurate fire but it would be useful as a means of getting a normal gun recall the tiny single shot pistols made by the allies during world war ii for use by partisans they were essentially well made zipguns incapable of effective fire beyond a few feet but they were useful as a means of killing german soldiers for their guns also note that the crowd pleasin favorite the sten gun was specifically designed to require as little machine work as possible the point s been made here that one could make a sten clone with steel tubing hand tools and a welder i still think that while the point is good i think there s a difference between marijuana and firearms in that quality marijuana can be grown locally there s no need to import the stuff if guns are banned i think the demand for real guns will be sufficient to make smuggling economically feasible thus rendering a ban moot in any case the result would be the same people who aren t criminals won t have firearms and bad guys will continue to have access to them one way or another and i don t see that as a necessary situation allan j heim allanh sco com uunet sco allanh
talk.politics.guns	re fyi batf reply on waco in article c l k u elite intel com dgw elite intel com dennis willson writes on february the special agents attempting to serve the federal search warrant were all dressed in apparel clearly identified with the letters atf and a highly visible police type badge additionally the special agents announced who they were and their purpose for being at the compound immediately following this announcement gunfire erupted from the compound resulting in the deaths of four atf special agents and the wounding of several others through no fault of atf the element of surprise was lost which caused the tragedy this statement simply amazes me through no fault of atf the element of surprise was lost what element of surprise in the paragraph preceding this one he said the special agents announced who they were and their purpose for being at the compound which was to serve the federal warrant no element of surprise was even needed for that no the element of surprise that they lost was that needed for a preemptive first strike without warning inasmuch as the warrants remain sealed by a u s magistrate and the investigation remains in an active ongoung status we are prohibited from disclosing any further information at this time read they need to wait until they see how it comes out before they fabricate anymore which could get disproven we hope we have been responsive to your letter please let us know whenever we may be of service sincerely yours daniel m h l tt can t make out signature deputy director as always no facts just my opinions observations jim jmd handheld com i m always rethinking that there s never been a day when i haven t rethought that but i can t do that by myself bill clinton april if i were an american as i am an englishman while a foreign troop was landed in my country i never would lay down my arms never never never william pitt earl of chatham nov
talk.politics.guns	re need info on and suicide for refutation entropic destroyer loki acca nmsu edu wrote i have seen these numbers quoted before and i have seen very specific refutation of them quoted as well if someone will be so kind as to email the relevant information i will write a letter to the editor of the co daily which might get published and send a copy to usn wr as well thanks to all who responded the letter has been written making liberal use of info provided by various net folks and handed to the paper i ll post if it gets into the paper dan dod loki acca nmsu edu liberty or death taylordf ucsu colorado edu send me something even you can t read
talk.politics.guns	re guns in backcountry no thanks hi in canada any gun that enters a national park must be sealed i think it s a small metal tag that s placed over the trigger the net result of this is that you can t use a gun to protect yourself from bears or psychos in the national parks instead one has to be sensitive to the dangers and annoyances of hiking in bear country and take the appropriate precautions i think this policy makes the users of the national parks feel a little closer to nature that they are a part of nature and as such have to deal with nature on it s own terms guy
talk.politics.guns	re the truth starts to come out in article c ua r dad da vinci it uswc uswest com pprun august it uswc uswest com writes i have just one thing to say about this write your congressperson the fbi and batf storm troopers must not be allowed to get away with this demand a full investigation of the waco survivor s story of the lantern being knocked over by the tank we can t bring anybody back from the dead but we may be able to send a few of them to political hell i heard over npr yesterday morning that arlan specter senator from pennsylvania has already called for a congressional investigation the problem is that specter was one of the key government attorneys several years ago who did what he could to coverup facts in the assassinations of jfk and others that is to say the chief fox wants to check out the hen house writing your representatives is a great idea when you do ask that they keep specter and his cronies far away from any investigation would someone please post the generic addresses for congress and senate so that we can all write letters joe gaut in the super state it really does not f gautjw ccsvax sfasu edu matter at all what actually happened red neck and proud of it truth is what the government chooses to tell you justice is what it wants to happen jim garrison new orleans la
talk.politics.guns	re waco clinton press conference part cathyf is rice edu catherine anne foulston writes could y all please stop posting this stuff to tx general tx politics is sufficient and is where this stuff belongs thanks cathy cathy foulston rice university network systems support cathyf rice edu why
